,review,polarity
4824,배송 즉시 캠핑에서 사용했는데 구매할때 할인도 많이 받고 진짜 가성비 최고에요. ,긍정
4825,실버주문했지만 아이보리 색상 기대했는데 아이보리로 딱 배송되어 기분 좋네요. 너무 예쁩니다. ~~~,긍정
4826,소음에 대한 상품평이 별로라 걱정했어요.. 근데 작동소음이 적어서 마음에 들어요.. ㅎㅎ,긍정
4827,품질이 현저히 떨어지네요,부정
4828,에잉.. 비싸게 샀네요..,부정
4829,받아보니 색상이 사진보다 칙칙해서 별로입니다.. ,부정
4830,바퀴가 부드럽게 밀리지 않아 이동시 불편하고 습도표시가 없는게 불편해서 아쉬워요ㅜ,부정
4831,바람도 시원해 올여름은 더위 걱정 없을것 같아 너무 좋아요 ,긍정
4832,아주 마음에 듭니다 소리도 조용하고,긍정
4833,o쇼핑 행사해서 저렴하게 제습시 구매,긍정
4834,기계가 생각보다 더 작은 사이즈라 작동이 잘될까 걱정입니다 ㅜ,부정
4835,"에너지소비등급이 1등급이라 좋고,",긍정
4836,가격도 저렴하고,긍정
4837,제습이 너무 잘되서 빨래도 잘 마르고 보송보송 좋아요~ ,긍정
4838,고장난 제품이네요 아오 참....,부정
4839,품질도 마음에 쏙 듭니다,긍정
4840,작동도 잘되고 제습력이 좋아서 옷장열고 틀어놨는데 물통이 꽉차있네요^^,긍정
4841,디자인도 깔끔하고 예뻐서 맘에 들어요^^,긍정
4842,처음 작동시 불쾌한 냄새가 나는데 괜찮아 지겠죠??,부정
4843,5단정도 올려야 중풍정도의 바람이 느껴지는 점이 아쉽지만 타이머를 설정하지 않아도 일정 시간 작동되면 자동으로 꺼지니 자기 전에 틀어놓기 좋아요.,중립
4844,"다만, 신발건조호스는 별도구매라서 조금 아쉬워요~~^^",중립
4845,바퀴도 360도 회전하고 부드럽게 굴러가서 이동시 편리하고 좋아요!,긍정
4846,다만한개가 외관이 날개부분에 이것저것 묻어있네요 쓰는데는지장없으니뭐~^^,중립
4847,연결부분이 배선으로되어있는데 클립을 해두었더라면 더좋았을텐데 이점이 아쉽네요.,부정
4848, 생각했던 것보다 소음은 좀 있어서 경우에 따라 거슬려요..,부정
4849,에너지 효율도 3등급이라 전기세가 많이 나올까 봐 벌써부터 걱정입니다,부정
4850,제품 사이즈가 아담해서 텐트안에서 사용하기 편리해 좋습니다.  ~,긍정
4851,다만 제습력은 매우 탁월해서 이방 저방 눅눅함을 없애줘서 장마철을 뽀송하게 보내고 있어요. 만족. ,긍정
4852,이동 손집이와 바퀴가 있어서 이동이 편해요.,긍정
4853,디자인도 씸플하며 ,긍정
4854, 어플연동하는 건 쉽지 않고 잘 안되서 불편해요,부정
4855,"데, 소비전력이 280w라고 쓰여있어 최대기준인줄 알았는데 모드별로  전력소비가 다르다는게 실망스럽습니다.  ",부정
4856,또 전체적으로 플라스틱이라 허접해보이고 약해보여서 고장날까 염려됩니다.. 실망. ,부정
4857,충전할때 불이 들어오지 않아 불편하네요.,부정
4858,생각했던 것보다 제습력이 좋아요.. 물통에 물이 금방 차오르네요.. ㅎㅎ 마음에 듭니다. ,긍정
4859,아쉬운점은 급속 충전하면 위험할수도 있다고 경고 하네요,부정
4860,모서리를 벽에 부딪혔는데 약간 깨졌네요.. 맴찢..,부정
4861,사이즈도 큼직하서 너무 맘에 들어요~,긍정
4862,제품 작동소음이 예상보다 조용해서 만족해요. ,긍정
4863,회전시 크게 삐걱거리는 소리가 거슬린다 고정으로 약풍사용시만 추천함.,부정
4864,소리는 있는데 신경 쓰일 정도는 아니라 괜찮아요. ,중립
4865,조금 소리가 나지만,부정
4866,상품 만족합니다.,긍정
4867,처음 점화시에 냄새가 나지만 걱정할만큼은 아니예요.  ,중립
4868,소음은 초기 냉방될때를 빼고는 그냥 들을만 했습니다,중립
4869,디자인도 예쁘고 다좋은데,긍정
4870,냉각기 돌때는 소리 크지만 조금 지나구나면 조용해져요.,중립
4871,사이즈가 생각보다 커서 자리공간 차지 많이 합니다 아쉬워요.,부정
4872,물통 분리하는 부분 찾기가 힘들어서 좀 불편했습니다 ,부정
4873,냉 빠지는 호스? 가 보기에 예쁘지는 않네요,부정
4874,제품 성능도 우수해 온수 잘 나와 마음에 드네요. ,긍정
4875,그래도 제습 기능이 좋아 집안이 뽀송해지니 만족하며 쓰고 있습니다.,긍정
4876,물통 용량이 매우 작아서 자꾸 만수되었다고 알림 울리니 안 좋네요.ㅜ 큰거 살껄.. ,부정
4877,제품의 포장상태는 멀쩡한데 제품이 약간손상되어 도착했어요... 왜 그런건지 알수가 없어 답답하네요ㅜ,부정
4878,그다음 물이 샙니다...,부정
4879,버튼 터치감도 좋고 조작도 간단해서 만족합니다. ,긍정
4880,"그리고 작동시 기름냄새, 플라스틱 냄새같은 인공적인 냄새가 나서 머리가 좀 아파요ㅜ",부정
4881,조작이 간편해서 좋으나,긍정
4882,본체는  종종 소음이 좀 있고 ,부정
4883,제품의 바닥부분이 아주 약해보여서 툭 건드리면 쓰러질까 염려되고 실망스럽네요.. ,부정
4884,참 적립금 3만원은 유효기간이 한달뿐이네요 ㅜ ㅜ,부정
4885,그런데 생각했던것보다  소음이 크게 나요ㅜ 시끄럽고 거슬려요...,부정
4886,생각보다 작지만^^,긍정
4887,다만 제품 사이즈가 상당히 커서 방안에서 오래 사용하면 답답한 느낌이 들어 안 좋네요. ㅜ,부정
4888,소음은... 일반 사무실 정도 수준이라고 데시벨 표현해뒀는데 그건 리얼 아니고 더워서 못 자는 것보단 좀 시끄러운게 낫지 하면서 스스로 합리화할 수 있는 수준?,중립
4889,제품도착후 직접 설치했는데  생각보다 쉬워요~,긍정
4890,다만 가동중에 소리가 좀크네요 일반 스탠드에어컨보다 좀 많이큽니다,부정
4891,가격적인 면도 초초 저렴하게 구입해서 만족스럽네요,긍정
4892,저에게는 소음은 별로 없어요^^,긍정
4893,특가로 올라와서 저렴한 가격으로 구매해서 좋습니다~,긍정
4894,"설치는 유튜브 동영상 보고 쉽게 했구요, ",긍정
4895,한시간정도 틀었더니 빠르게 제습효과 보았네요. 보송보송 정말 만족해요.,긍정
4896,다만 코드연결선이 너무 짧아 베란다에서 사용할때 멀티탭을 별도로 연결해야 하는 점이 아쉽네요. ,부정
4897,조립할때 헤드 앞뒷면 아랫쪽 나사 조일때 매우 힘들고 드라이버 조작이 어려운 공간이라 불편하고 안좋아요. ㅜ ,부정
4898,핑크색 고를껄 받고 나니 색상이 맘에 안들어요. ,부정
4899,타사 제품에 비해 제습력도 떨어져서 금방 뽀송해지지 않아요. ㅜ 안 좋아요. ,부정
4900,소음이 신경 쓰여서 집에 사람 있을때는 사용 안하고 있습니다. ,부정
4901,겨울이라 음식냄새땜에 샀는데 음식냄새가 나도 반응이 없어요ㅋㅋ클린부스터까지 해도 음식냄새를 못 맡는건지ㅠㅠ ,부정
4902,환풍기가 제대로 작동은 하는건지.....가까이가면 바람은 조금 느껴지네요..,부정
4903,다만 제품 플라스틱 소재가 고급스럽지 않고 약해보여서 안좋아요.. ㅜ,부정
4904,석유 넣고 심지 적시고 켜고 끄는 방법이 설명서에 자세히 써있어서 좋아요~,긍정
4905,소음이 거의 없어서 쓰기 너무 좋아요~,긍정
4906,생각보다 선풍기 날개 사이즈가 너무 작아서 휴대용 같아서 실망요...,부정
4907,또 사용중에 거의 작동소음 없고 조용해서 흡족해요.. 잘샀어요 ^^ ,긍정
4908,리모콘도 본체에 붙여 쓸수 있어 잃어버리지 않아 편하고 좋네요,긍정
4909,폰의 앱으로 제품 컨트롤이 가능한 점도 아주 좋습니다.. 잘샀어요.,긍정
4910, 아쉬운 건 무게가 너무 무거워서 들기에는 힘드네요 ,부정
4911,보기보다 커서 자리차지도 많이하고 아쉽네요,부정
4912,제습기는 성능도 좋고 제습력도 우수해요.,긍정
4913,무게는 조금 있는데 그렇게 거북하진  않아요.,중립
4914,소음이 장난 아니네요,부정
4915,소음이 없고 조용해서 아기 잘때 틀면 굿이네요!,긍정
4916,에너지 효율 등급이 3등급이라는 것이 많이 아쉽네요,부정
4917,제품 자력을 이용해서 충전이 가능해 기술력이 우수하단 걸 느낍니다.. 만족해요. ,긍정
4918,풍속도 다양하고 상하좌우 회전기능도 있어서 제품자체는 만족합니다.,긍정
4919,냉.난방 모두 마음에 듭니다.,긍정
4920,초저전력 제품이라 이번달 전기세도 훨씬 줄어들어서 흡족합니다.. 구매 잘했어요.. ㅎㅎ,긍정
4921,헉~ 생각보다 작동할때 나는 소리가 너무너무 커서 대실망입니다. ㅜ ,부정
4922,옮기다 빠질듯.. ,부정
4923,작은화장실인데 켜놓고 40분넘게있다 들서가봐도 안따 듯...ㅜㅜ,부정
4924,온도 설정 중간으로 해놓음 일정온도가 유지되어 머리감을때 사용하기 편리해서 좋네요. ㅋ.. 굿~^^,긍정
4925,바람도 세고 멀리나가고 ㅋㅋㅋㅋ,긍정
4926,무게도 무거운 편이고,부정
4927,생각보다 작은거에 놀라고 조용한거에 또 놀랐네요. 좋아요,긍정
4928,"리모컨 조작시마다 버튼을 두번씩 눌러야 작동이 되고, 2시간 뒤에 꺼지게 세팅되어 있어서 연속으로 사용 하려면 계속 눌러줘야 하니 너무 불편하네요.......",부정
4929,물통청소도 간편하고 연속배수호스도 사용하기 편해서 만족합니다.,긍정
4930,장마철이라 받자마자 풀가동중입니다 완전 뽀송한 느낌은 아니지만 눅눅함은 확실히 덜합니다,긍정
4931,스탠드부분이 튼튼하지 않아서 흔들흔들하네요..ㅠ,부정
4932,실버색상이 필요했는데 아이보리가 와서 어이없음...그냥 쓰려고요ㅜ,부정
4933,높낮이 조절 불가,부정
4934,제습기 물통에 눈에 띄는 금이 가 있었어요. 추천하지 않습니다.,부정
4935,저렴하게 구입했습니다 강추에요,긍정
4936,디자인이 고급지고 이뻐요^^,긍정
4937,책상에 세워보니 중심을 못잡네요.,부정
4938,사무실에 20도로 설정해 놓고 만족하며 사용중입니다.  성능은 좋아요.~,긍정
4939,처음부터 필터 까지 방송했으면 이중 낭비는 없었을것 같은데요.,부정
4940, 무게는 좀 나가지만 하단부에 360도 회전 바퀴가 있어서 이동할때 아주 편리해 마음에 듭니다.. ,긍정
4941,제습기 용량이 넉넉해서 사용하기 좋네요. ,긍정
4942,근데 색상은 왜 시크한 블랙은 없는거죠ㅠ 색상이 다양하면 좋겠어요ㅠ,부정
4943,다만 강풍으로 작동시 소음은 조금 있어서 시끄러워요ㅜ,부정
4944,소음이 좀 있지만,부정
4945,쿠폰 사용해서 저렴한 가격에 구매해서 좋습니다~,긍정
4946,에너지효율 등급을 확인못해서 좀 실망이지만,부정
4947,바람세기는 생각보다 약하지만 괜찮네요.,중립
4948,가격은 왜 이리 착한지!!,긍정
4949,도착하자마자 틀어봤더니 우와~ 제품 성능 너무 좋네요.. 집안이 쾌적해졌어요.. 만족~,긍정
4950,저단으로 틀어놓으면 소음이 없어서 조용하고 좋지만 4-6단으로 틀어놓으면 일반 선풍기 소음이 느껴져서 아쉽네요.,중립
4951,너무 시원하고,긍정
4952,무게가 가벼워서 옮겨다니며 사용하기에 괜찮네요.,긍정
4953,다들 좋다해서  난로로 바꿨는데  ㅋ 정말 편리하고 좋습니다. ,긍정
4954, 큰 소음 무엇.. 이거틀고 도저히 잠을 잘수가없을것같아서 반품요청,부정
4955,드레스룸에 두려고 용량이 작은 제습기로 구매했더니 딱 좋아요!,긍정
4956, 제습기 성능이 좋아서 빨래가 보송보송하네요~,긍정
4957,높이가 생각보다 높아서 조금 더 조절이 되었으면.. 아쉽네요,부정
4958,더욱 중요한건  홈쇼핑이 별로 싸지 않다는 것ㅠㅠ,부정
4959,필터 옆으로 빼는거네요 필터 부분이 빼고 넣기가 힘들어요,부정
4960,겨울엔 3시간을 작동해도 습기가 많이 남아 제습기능이 아쉽네요.,부정
4961,상품평엔 소음이 적다더니 제껀 왜이리 소리가 큰가요. ㅜ 잘수도 없을만큼 거슬려서 꺼버렸어요. 대실망입니다. ,부정
4962,크기도적당하고 ,긍정
4963,소음이 너무 심해요 심각하네요...,부정
4964,살짝 조용했다가 붕 ~~~~~~~~^ 방에서 못틀어요 ,부정
4965,다만 오래사용하면 발열감이 생각보다 많이 느껴져서 아쉽네요,부정
4966,풍량단계도 24단계나 있고 바람도 부드럽게 시원하고 너무 좋네요!,긍정
4967,파손 된 제품을 받았네요 ㅠ,부정
4968,물통 용량도 적당해서 사용하는데 문제 없어요.,긍정
4969,물통을 보면 제습이 잘 되는 것 같아 기분이 좋아요,긍정
4970,제습기로 제일 유명한 OOO회사라 고민하지 않고 구입했어요.. 사용해보니 역시나 너무 좋네요. ,긍정
4971,회전은좌우만되고 회전반경도 넓지않네요...,부정
4972,다른 제품에 비해서 본체와 헤드 연결부분이 튼튼하고 좋네요~,긍정
4973,세기조절 이 잘않됨,부정
4974,엄마가 받아보고는 디자인에 반하신듯..^^,긍정
4975,에너지 소비효율 1등급이라 매우 만족하며 씁니다.,긍정
4976,시원해서 좋다고 하시네요^^,긍정
4977,회전이 안되서 아쉬워요,부정
4978,제품 작동할때 소음이 없고 조용해서 마음에 들어요. ,긍정
4979,역시 OOO!! 공청기에 이어 선풍기까지 만족합니다,긍정
4980,더운데 꺼져서 자다 일어나서 다시 켜야됩니다.  너무 불편해서 정말 짜증나요.   선풍기보다 못합니다,부정
4981,물통크기가 커서 정말 좋아요~~,긍정
4982,디자인도이쁘구,긍정
4983,소음도 굉장해서 아쉽네요,부정
4984,제품 디자인이 이뻐요.,긍정
4985,착한 가격에 구매할 수 있어서 너무 좋고요!!,긍정
4986,"다만 제품의 퀄리티(마감, 이음새 , 재질 등) 가 아주 좋지는 않아서 불만족스러워요.  특히나 블랙의 얼룩들 어쩔 건가요. ㅜ",부정
4987,제품 외관도 매우 고급스러워서 좋습니다. ,긍정
4988,선풍기 조립을 굉장히 쉽게 할 수 있어 좋아요~,긍정
4989,시원하니 좋아요~~,긍정
4990,그런데 색상이 저희집 인테리어와는 어울리지 않아 아쉬웠네요,부정
4991,냄새는 약간 있지만 금방 없어지니까 괜찮아요,중립
4992,자강서  공간 크게 필요하지 않아좋네요.  ,긍정
4993,한개가 깜박이구 꺼져서 교환하려하다 충전해보니 또 괜찮네요.,중립
4994,제품에 회전각도를 제가 원하는 만큼 선택할 수는 없어서 좀 불편하고 아쉬워요. ㅜ,부정
4995,고속으로 높이면 소리가 커지는 점이 아쉽지만,부정
4996,물이 금방 차네요 습기 제거 기능 최강입니다^^,긍정
